Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"19/12/23, 07:18:55",0221390035,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26230' viewed the 'assign' activity with course module id '333136'.,web,195.46.241.162
"19/12/23, 07:18:50",0221390035,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26230' viewed the course with id '3330'.,web,195.46.241.162
"19/12/23, 00:31:37",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:31:22",0211277704,-,File: Lecture - Week 13,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '334723'.,web,94.252.121.206
"19/12/23, 00:31:21",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:31:18",0211277704,-,File: Lecture - Week 1,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '318151'.,web,94.252.121.206
"19/12/23, 00:31:14",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:29:41",0211277704,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '23066' has viewed the submission status page for the assignment with course module id '333136'.,web,94.252.121.206
"19/12/23, 00:29:41",0211277704,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '23066' viewed the 'assign' activity with course module id '333136'.,web,94.252.121.206
"19/12/23, 00:28:21",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:28:12",0211277704,-,Assignment: Homework Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '23066' has viewed the submission status page for the assignment with course module id '321684'.,web,94.252.121.206
"19/12/23, 00:28:12",0211277704,-,Assignment: Homework Assignment 1,Assignment,Feedback viewed,The user with id '23066' viewed the feedback for the user with id '23066' for the assignment with course module id '321684'.,web,94.252.121.206
"19/12/23, 00:28:12",0211277704,-,Assignment: Homework Assignment 1,Assignment,Course module viewed,The user with id '23066' viewed the 'assign' activity with course module id '321684'.,web,94.252.121.206
"19/12/23, 00:27:36",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:26:40",0211277704,-,File: TP2,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '320636'.,web,94.252.121.206
"19/12/23, 00:26:38",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:24:39",0211277704,-,File: TP1,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '319505'.,web,94.252.121.206
"19/12/23, 00:24:29",0211277704,-,File: TP12 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '335233'.,web,94.252.121.206
"19/12/23, 00:24:27",0211277704,-,File: TP11 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '334873'.,web,94.252.121.206
"19/12/23, 00:24:18",0211277704,-,File: TP9 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '332883'.,web,94.252.121.206
"19/12/23, 00:24:08",0211277704,-,File: TP10 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '332888'.,web,94.252.121.206
"19/12/23, 00:24:03",0211277704,-,File: TP10 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '332888'.,web,94.252.121.206
"19/12/23, 00:24:00",0211277704,-,File: TP9 code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '332883'.,web,94.252.121.206
"19/12/23, 00:23:57",0211277704,-,File: Code TP8,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '331120'.,web,94.252.121.206
"19/12/23, 00:23:52",0211277704,-,File: Code,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '328057'.,web,94.252.121.206
"19/12/23, 00:23:44",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:23:43",0211277704,-,File: TP5,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '325516'.,web,94.252.121.206
"19/12/23, 00:23:38",0211277704,-,File: TP4 files,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '323792'.,web,94.252.121.206
"19/12/23, 00:23:28",0211277704,-,File: TP2-solutions,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '322013'.,web,94.252.121.206
"19/12/23, 00:23:14",0211277704,-,File: TP1 hs,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '319517'.,web,94.252.121.206
"19/12/23, 00:23:14",0211277704,-,File: TP1,File,Course module viewed,The user with id '23066' viewed the 'resource' activity with course module id '319505'.,web,94.252.121.206
"19/12/23, 00:23:10",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:09:09",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:09:03",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course module instance list viewed,The user with id '23066' viewed the list of resources in the course with id '3330'.,web,94.252.121.206
"19/12/23, 00:09:01",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"18/12/23, 23:43:33",022142822F,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '27311' has viewed the submission status page for the assignment with course module id '333136'.,web,146.0.191.80
"18/12/23, 23:43:33",022142822F,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '27311' viewed the 'assign' activity with course module id '333136'.,web,146.0.191.80
"18/12/23, 23:43:28",022142822F,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27311' viewed the course with id '3330'.,web,146.0.191.80
"18/12/23, 23:04:41",0220224526,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26251' viewed the course with id '3330'.,web,188.115.7.33
"18/12/23, 20:41:20",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"18/12/23, 20:41:17",0211277704,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '23066' has viewed the submission status page for the assignment with course module id '333136'.,web,94.252.121.206
"18/12/23, 20:41:17",0211277704,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '23066' viewed the 'assign' activity with course module id '333136'.,web,94.252.121.206
"18/12/23, 20:41:15",0211277704,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '23066' viewed the course with id '3330'.,web,94.252.121.206
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26740' has viewed the submission status page for the assignment with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26740' viewed the 'assign' activity with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,Assignment,A submission has been submitted.,The user with id '26740' has submitted the submission with id '549062' for the assignment with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,Assignment,The user has accepted the statement of the submission.,The user with id '26740' has accepted the statement of the submission with id '549062' for the assignment with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,File submissions,Submission created.,The user with id '26740' created a file submission and uploaded '1' file/s in the assignment with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,File submissions,A file has been uploaded.,The user with id '26740' has uploaded a file to the submission with id '549062' in the assignment activity with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:31:19",0221666404,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26740' viewed the 'assign' activity with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:21:44",0221666404,-,Assignment: Homework Assignment 4,Assignment,Submission form viewed.,The user with id '26740' viewed their submission for the assignment with course module id '333136'.,web,188.189.55.243
"18/12/23, 20:21:44",0221666404,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26740' viewed the 'assign' activity with course module id '333136'.,web,188.189.55.243
"18/12/23, 18:14:55",022158614A,-,Assignment: Homework Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '27431' has viewed the submission status page for the assignment with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:55",022158614A,-,Assignment: Homework Assignment 3,Assignment,Course module viewed,The user with id '27431' viewed the 'assign' activity with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:48",022158614A,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '27431' viewed the feedback for the user with id '27431' for the assignment with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:45",022158614A,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '27431' viewed the feedback for the user with id '27431' for the assignment with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:38",022158614A,-,Assignment: Homework Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '27431' has viewed the submission status page for the assignment with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:38",022158614A,-,Assignment: Homework Assignment 3,Assignment,Course module viewed,The user with id '27431' viewed the 'assign' activity with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:38",022158614A,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '27431' viewed the feedback for the user with id '27431' for the assignment with course module id '329712'.,ws,83.222.49.21
"18/12/23, 18:14:37",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '9' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:36",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '8' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:35",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '7' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:35",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '6' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:35",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '5' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:34",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '4' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 18:14:32",022158614A,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '27431' viewed the section number '3' of the course with id '3330'.,ws,83.222.49.21
"18/12/23, 17:54:53",022197615E,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26515' has viewed the submission status page for the assignment with course module id '333136'.,web,149.154.232.106
"18/12/23, 17:54:53",022197615E,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26515' viewed the 'assign' activity with course module id '333136'.,web,149.154.232.106
"18/12/23, 17:54:49",022197615E,-,Assignment: Homework Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '26515' has viewed the submission status page for the assignment with course module id '329712'.,web,149.154.232.106
"18/12/23, 17:54:49",022197615E,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '26515' viewed the feedback for the user with id '26515' for the assignment with course module id '329712'.,web,149.154.232.106
"18/12/23, 17:54:49",022197615E,-,Assignment: Homework Assignment 3,Assignment,Course module viewed,The user with id '26515' viewed the 'assign' activity with course module id '329712'.,web,149.154.232.106
"18/12/23, 17:54:46",022197615E,-,Assignment: Homework Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '26515' has viewed the submission status page for the assignment with course module id '325124'.,web,149.154.232.106
"18/12/23, 17:54:46",022197615E,-,Assignment: Homework Assignment 2,Assignment,Feedback viewed,The user with id '26515' viewed the feedback for the user with id '26515' for the assignment with course module id '325124'.,web,149.154.232.106
"18/12/23, 17:54:46",022197615E,-,Assignment: Homework Assignment 2,Assignment,Course module viewed,The user with id '26515' viewed the 'assign' activity with course module id '325124'.,web,149.154.232.106
"18/12/23, 17:54:43",022197615E,-,Assignment: Homework Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '26515' has viewed the submission status page for the assignment with course module id '321684'.,web,149.154.232.106
"18/12/23, 17:54:43",022197615E,-,Assignment: Homework Assignment 1,Assignment,Feedback viewed,The user with id '26515' viewed the feedback for the user with id '26515' for the assignment with course module id '321684'.,web,149.154.232.106
"18/12/23, 17:54:43",022197615E,-,Assignment: Homework Assignment 1,Assignment,Course module viewed,The user with id '26515' viewed the 'assign' activity with course module id '321684'.,web,149.154.232.106
"18/12/23, 17:54:39",022197615E,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26515' viewed the course with id '3330'.,web,149.154.232.106
"18/12/23, 17:30:40",022122100C,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26653' has viewed the submission status page for the assignment with course module id '333136'.,ws,83.99.11.94
"18/12/23, 17:30:40",022122100C,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26653' viewed the 'assign' activity with course module id '333136'.,ws,83.99.11.94
"18/12/23, 17:30:38",022122100C,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26653' viewed the section number '12' of the course with id '3330'.,ws,83.99.11.94
"18/12/23, 17:30:38",022122100C,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26653' viewed the section number '11' of the course with id '3330'.,ws,83.99.11.94
"18/12/23, 17:30:37",022122100C,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26653' viewed the section number '10' of the course with id '3330'.,ws,83.99.11.94
"18/12/23, 17:30:36",022122100C,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26653' viewed the section number '9' of the course with id '3330'.,ws,83.99.11.94
"18/12/23, 17:30:35",0221973140,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26450' has viewed the submission status page for the assignment with course module id '333136'.,ws,78.141.159.87
"18/12/23, 17:30:35",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,ws,78.141.159.87
"18/12/23, 17:30:34",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '12' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:30:33",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '13' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:30:33",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '12' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:30:33",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '11' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:30:32",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '10' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26450' has viewed the submission status page for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,Assignment,A submission has been submitted.,The user with id '26450' has submitted the submission with id '549749' for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,Assignment,The user has accepted the statement of the submission.,The user with id '26450' has accepted the statement of the submission with id '549749' for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,File submissions,Submission created.,The user with id '26450' created a file submission and uploaded '1' file/s in the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,File submissions,A file has been uploaded.,The user with id '26450' has uploaded a file to the submission with id '549749' in the assignment activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:30:23",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:52",0221973140,-,Assignment: Homework Assignment 4,Assignment,Submission form viewed.,The user with id '26450' viewed their submission for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:52",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:52",0221973140,-,Assignment: Homework Assignment 4,Assignment,Submission form viewed.,The user with id '26450' viewed their submission for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:52",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:47",0221973140,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26450' has viewed the submission status page for the assignment with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:47",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,web,78.141.159.87
"18/12/23, 17:29:34",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the course with id '3330'.,web,78.141.159.87
"18/12/23, 17:29:34",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the course with id '3330'.,web,78.141.159.87
"18/12/23, 17:27:01",0221973140,-,Assignment: Homework Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '26450' has viewed the submission status page for the assignment with course module id '329712'.,ws,78.141.159.87
"18/12/23, 17:27:01",0221973140,-,Assignment: Homework Assignment 3,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '329712'.,ws,78.141.159.87
"18/12/23, 17:27:00",0221973140,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '26450' viewed the feedback for the user with id '26450' for the assignment with course module id '329712'.,ws,78.141.159.87
"18/12/23, 17:26:59",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '9' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:26:58",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '10' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:26:58",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '11' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:21:13",0221973140,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '26450' has viewed the submission status page for the assignment with course module id '333136'.,ws,78.141.159.87
"18/12/23, 17:21:13",0221973140,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '26450' viewed the 'assign' activity with course module id '333136'.,ws,78.141.159.87
"18/12/23, 17:21:10",0221973140,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26450' viewed the section number '12' of the course with id '3330'.,ws,78.141.159.87
"18/12/23, 17:18:15",0221943339,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26694' viewed the course with id '3330'.,web,84.152.168.24
"18/12/23, 17:17:11",0221943339,-,Assignment: Homework Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '26694' has viewed the submission status page for the assignment with course module id '321684'.,web,84.152.168.24
"18/12/23, 17:17:11",0221943339,-,Assignment: Homework Assignment 1,Assignment,Feedback viewed,The user with id '26694' viewed the feedback for the user with id '26694' for the assignment with course module id '321684'.,web,84.152.168.24
"18/12/23, 17:17:11",0221943339,-,Assignment: Homework Assignment 1,Assignment,Course module viewed,The user with id '26694' viewed the 'assign' activity with course module id '321684'.,web,84.152.168.24
"18/12/23, 17:17:07",0221943339,-,Assignment: Homework Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '26694' has viewed the submission status page for the assignment with course module id '325124'.,web,84.152.168.24
"18/12/23, 17:17:07",0221943339,-,Assignment: Homework Assignment 2,Assignment,Feedback viewed,The user with id '26694' viewed the feedback for the user with id '26694' for the assignment with course module id '325124'.,web,84.152.168.24
"18/12/23, 17:17:07",0221943339,-,Assignment: Homework Assignment 2,Assignment,Course module viewed,The user with id '26694' viewed the 'assign' activity with course module id '325124'.,web,84.152.168.24
"18/12/23, 17:17:03",0221943339,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26694' viewed the course with id '3330'.,web,84.152.168.24
"18/12/23, 17:16:54",0221943339,-,Assignment: Homework Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '26694' has viewed the submission status page for the assignment with course module id '329712'.,web,84.152.168.24
"18/12/23, 17:16:54",0221943339,-,Assignment: Homework Assignment 3,Assignment,Feedback viewed,The user with id '26694' viewed the feedback for the user with id '26694' for the assignment with course module id '329712'.,web,84.152.168.24
"18/12/23, 17:16:54",0221943339,-,Assignment: Homework Assignment 3,Assignment,Course module viewed,The user with id '26694' viewed the 'assign' activity with course module id '329712'.,web,84.152.168.24
"18/12/23, 17:16:50",0221943339,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26694' viewed the course with id '3330'.,web,84.152.168.24
"18/12/23, 16:07:27",0220502202,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '28067' has viewed the submission status page for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:27",0220502202,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '28067' viewed the 'assign' activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:26",0220502202,-,Assignment: Homework Assignment 4,Assignment,A submission has been submitted.,The user with id '28067' has submitted the submission with id '549792' for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:26",0220502202,-,Assignment: Homework Assignment 4,Assignment,The user has accepted the statement of the submission.,The user with id '28067' has accepted the statement of the submission with id '549792' for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:25",0220502202,-,Assignment: Homework Assignment 4,File submissions,Submission created.,The user with id '28067' created a file submission and uploaded '1' file/s in the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:25",0220502202,-,Assignment: Homework Assignment 4,File submissions,A file has been uploaded.,The user with id '28067' has uploaded a file to the submission with id '549792' in the assignment activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:25",0220502202,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '28067' viewed the 'assign' activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:17",0220502202,-,Assignment: Homework Assignment 4,Assignment,Submission form viewed.,The user with id '28067' viewed their submission for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:17",0220502202,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '28067' viewed the 'assign' activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:14",0220502202,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '28067' has viewed the submission status page for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:14",0220502202,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '28067' viewed the 'assign' activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:14",0220502202,-,Assignment: Homework Assignment 4,Assignment,The status of the submission has been viewed.,The user with id '28067' has viewed the submission status page for the assignment with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:14",0220502202,-,Assignment: Homework Assignment 4,Assignment,Course module viewed,The user with id '28067' viewed the 'assign' activity with course module id '333136'.,web,83.99.30.239
"18/12/23, 16:07:07",0220502202,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '28067' viewed the course with id '3330'.,web,83.99.30.239
"18/12/23, 16:07:07",0220502202,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '28067' viewed the course with id '3330'.,web,83.99.30.239
"18/12/23, 16:00:45",022148763B,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26276' viewed the course with id '3330'.,web,10.167.63.85
"18/12/23, 16:00:37",022148763B,-,Assignment: Homework Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '26276' has viewed the submission status page for the assignment with course module id '325124'.,web,10.167.63.85
"18/12/23, 16:00:37",022148763B,-,Assignment: Homework Assignment 2,Assignment,Feedback viewed,The user with id '26276' viewed the feedback for the user with id '26276' for the assignment with course module id '325124'.,web,10.167.63.85
"18/12/23, 16:00:37",022148763B,-,Assignment: Homework Assignment 2,Assignment,Course module viewed,The user with id '26276' viewed the 'assign' activity with course module id '325124'.,web,10.167.63.85
"18/12/23, 16:00:32",022148763B,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26276' viewed the course with id '3330'.,web,10.167.63.85
"18/12/23, 16:00:26",022148763B,-,Assignment: Homework Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '26276' has viewed the submission status page for the assignment with course module id '321684'.,web,10.167.63.85
"18/12/23, 16:00:26",022148763B,-,Assignment: Homework Assignment 1,Assignment,Feedback viewed,The user with id '26276' viewed the feedback for the user with id '26276' for the assignment with course module id '321684'.,web,10.167.63.85
"18/12/23, 16:00:26",022148763B,-,Assignment: Homework Assignment 1,Assignment,Course module viewed,The user with id '26276' viewed the 'assign' activity with course module id '321684'.,web,10.167.63.85
"18/12/23, 16:00:15",022148763B,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26276' viewed the course with id '3330'.,web,10.167.63.85
"18/12/23, 15:42:18",0221943339,-,File: Lecture - Week 12,File,Course module viewed,The user with id '26694' viewed the 'resource' activity with course module id '333133'.,web,84.152.168.24
"18/12/23, 15:41:30",0221943339,-,File: Lecture - Week 11,File,Course module viewed,The user with id '26694' viewed the 'resource' activity with course module id '332047'.,web,84.152.168.24
"18/12/23, 15:41:24",0221943339,-,Course: F1_BAINFOR-17 Programming Fundamentals 3,System,Course viewed,The user with id '26694' viewed the course with id '3330'.,web,84.152.168.24
